,machine_id,mem_util_percent,label
2018-01-01 00:00:00,m_1935,84.0,Normal
2018-01-01 00:05:00,m_1935,88.0,Normal
2018-01-01 00:10:00,m_1935,84.0,Normal
2018-01-01 00:15:00,m_1935,86.25,Normal
2018-01-01 00:20:00,m_1935,89.5,Normal
2018-01-01 00:25:00,m_1935,89.0,Normal
2018-01-01 00:30:00,m_1935,86.25,Normal
2018-01-01 00:35:00,m_1935,82.5,Normal
2018-01-01 00:40:00,m_1935,84.5,Normal
2018-01-01 00:45:00,m_1935,86.0,Normal
2018-01-01 00:50:00,m_1935,83.0,Normal
2018-01-01 00:55:00,m_1935,84.0,Normal
2018-01-01 01:00:00,m_1935,89.0,Normal
2018-01-01 01:05:00,m_1935,88.5,Normal
2018-01-01 01:10:00,m_1935,85.66666666666667,Normal
2018-01-01 01:15:00,m_1935,88.0,Normal
2018-01-01 01:20:00,m_1935,85.25,Normal
2018-01-01 01:25:00,m_1935,81.71428571428571,Normal
2018-01-01 01:30:00,m_1935,84.33333333333333,Normal
2018-01-01 01:35:00,m_1935,80.66666666666667,Normal
2018-01-01 01:40:00,m_1935,79.16666666666667,Normal
2018-01-01 01:45:00,m_1935,81.2,Normal
2018-01-01 01:50:00,m_1935,82.33333333333333,Normal
2018-01-01 01:55:00,m_1935,80.66666666666667,Normal
2018-01-01 02:00:00,m_1935,80.33333333333333,Normal
2018-01-01 02:05:00,m_1935,80.5,Normal
2018-01-01 02:10:00,m_1935,82.33333333333333,Normal
2018-01-01 02:15:00,m_1935,81.0,Normal
2018-01-01 02:20:00,m_1935,79.0,Normal
2018-01-01 02:25:00,m_1935,79.0,Normal
2018-01-01 02:30:00,m_1935,77.33333333333333,Normal
2018-01-01 02:35:00,m_1935,76.0,Normal
2018-01-01 02:40:00,m_1935,76.5,Normal
2018-01-01 02:45:00,m_1935,76.66666666666667,Normal
2018-01-01 02:50:00,m_1935,77.75,Normal
2018-01-01 02:55:00,m_1935,77.0,Normal
2018-01-01 03:00:00,m_1935,77.8,Normal
2018-01-01 03:05:00,m_1935,79.0,Normal
2018-01-01 03:10:00,m_1935,78.0,Normal
2018-01-01 03:15:00,m_1935,77.71428571428571,Normal
2018-01-01 03:20:00,m_1935,78.33333333333333,Normal
2018-01-01 03:25:00,m_1935,82.33333333333333,Normal
2018-01-01 03:30:00,m_1935,79.71428571428571,Normal
2018-01-01 03:35:00,m_1935,78.0,Normal
2018-01-01 03:40:00,m_1935,81.0,Normal
2018-01-01 03:45:00,m_1935,81.5,Normal
2018-01-01 03:50:00,m_1935,81.14285714285714,Normal
2018-01-01 03:55:00,m_1935,82.85714285714286,Normal
2018-01-01 04:00:00,m_1935,81.25,Normal
2018-01-01 04:05:00,m_1935,83.6,Normal
2018-01-01 04:10:00,m_1935,84.25,Normal
2018-01-01 04:15:00,m_1935,84.0,Normal
2018-01-01 04:20:00,m_1935,84.0,Normal
2018-01-01 04:25:00,m_1935,83.0,Normal
2018-01-01 04:30:00,m_1935,84.0,Normal
2018-01-01 04:35:00,m_1935,83.0,Normal
2018-01-01 04:40:00,m_1935,82.0,Normal
2018-01-01 04:45:00,m_1935,86.5,Normal
2018-01-01 04:50:00,m_1935,86.0,Normal
2018-01-01 04:55:00,m_1935,84.28571428571429,Normal
2018-01-01 05:00:00,m_1935,86.25,Normal
2018-01-01 05:05:00,m_1935,88.25,Normal
2018-01-01 05:10:00,m_1935,87.33333333333331,Normal
2018-01-01 05:15:00,m_1935,83.0,Normal
2018-01-01 05:20:00,m_1935,83.66666666666667,Normal
2018-01-01 05:30:00,m_1935,86.5,Normal
2018-01-01 05:35:00,m_1935,90.0,Normal
2018-01-01 05:40:00,m_1935,89.5,Normal
2018-01-01 05:45:00,m_1935,85.5,Normal
2018-01-01 05:50:00,m_1935,84.0,Normal
2018-01-01 05:55:00,m_1935,86.0,Normal
2018-01-01 06:00:00,m_1935,87.83333333333331,Normal
2018-01-01 06:05:00,m_1935,87.0,Normal
2018-01-01 06:15:00,m_1935,88.8,Normal
2018-01-01 06:20:00,m_1935,87.7142857142857,Normal
2018-01-01 06:25:00,m_1935,88.0,Normal
2018-01-01 06:30:00,m_1935,83.5,Normal
2018-01-01 06:35:00,m_1935,86.0,Normal
2018-01-01 06:40:00,m_1935,89.0,Normal
2018-01-01 06:45:00,m_1935,91.5,Normal
2018-01-01 06:50:00,m_1935,87.6,Normal
2018-01-01 06:55:00,m_1935,83.28571428571429,Normal
2018-01-01 07:00:00,m_1935,81.5,Normal
2018-01-01 07:05:00,m_1935,84.0,Normal
2018-01-01 07:10:00,m_1935,82.6,Normal
2018-01-01 07:15:00,m_1935,82.0,Normal
2018-01-01 07:20:00,m_1935,80.66666666666667,Normal
2018-01-01 07:25:00,m_1935,86.25,Normal
2018-01-01 07:30:00,m_1935,83.0,Normal
2018-01-01 07:35:00,m_1935,86.66666666666669,Normal
2018-01-01 07:50:00,m_1935,84.0,Normal
2018-01-01 08:05:00,m_1935,84.5,Normal
2018-01-01 08:10:00,m_1935,84.5,Normal
2018-01-01 08:15:00,m_1935,84.75,Normal
2018-01-01 10:00:00,m_1935,89.25,Normal
2018-01-01 10:05:00,m_1935,87.0,Normal
2018-01-01 10:20:00,m_1935,83.5,Normal
2018-01-01 10:25:00,m_1935,84.0,Normal
2018-01-01 10:30:00,m_1935,83.66666666666667,Normal
2018-01-01 10:35:00,m_1935,81.5,Normal
2018-01-01 10:40:00,m_1935,84.0,Normal
2018-01-01 10:45:00,m_1935,82.66666666666667,Normal
2018-01-01 10:50:00,m_1935,83.33333333333333,Normal
2018-01-01 10:55:00,m_1935,82.0,Normal
2018-01-01 11:00:00,m_1935,85.33333333333333,Normal
2018-01-01 11:05:00,m_1935,86.0,Normal
2018-01-01 11:10:00,m_1935,86.5,Normal
2018-01-01 11:15:00,m_1935,83.75,Normal
2018-01-01 11:20:00,m_1935,84.0,Normal
2018-01-01 11:25:00,m_1935,84.0,Normal
2018-01-01 11:30:00,m_1935,85.25,Normal
