,machine_id,mem_util_percent,label
2018-01-03 07:30:00,m_1939,86.66666666666669,Anomaly
2018-01-03 07:35:00,m_1939,85.0,Anomaly
2018-01-03 07:40:00,m_1939,87.5,Anomaly
2018-01-03 07:45:00,m_1939,88.0,Anomaly
2018-01-03 07:50:00,m_1939,87.0,Anomaly
2018-01-03 07:55:00,m_1939,86.66666666666669,Anomaly
2018-01-03 08:00:00,m_1939,90.5,Anomaly
2018-01-03 08:05:00,m_1939,83.5,Anomaly
2018-01-03 08:10:00,m_1939,83.0,Anomaly
2018-01-03 08:15:00,m_1939,83.0,Anomaly
2018-01-03 08:20:00,m_1939,89.5,Anomaly
2018-01-03 08:25:00,m_1939,85.25,Anomaly
2018-01-03 08:30:00,m_1939,87.125,Anomaly
2018-01-03 08:35:00,m_1939,86.75,Anomaly
2018-01-03 08:40:00,m_1939,84.2,Anomaly
2018-01-03 08:45:00,m_1939,84.2,Anomaly
2018-01-03 08:50:00,m_1939,79.5,Anomaly
2018-01-03 08:55:00,m_1939,82.5,Anomaly
2018-01-03 09:00:00,m_1939,88.5,Anomaly
2018-01-03 09:05:00,m_1939,89.0,Anomaly
2018-01-03 09:10:00,m_1939,87.0,Anomaly
2018-01-03 09:15:00,m_1939,83.0,Anomaly
2018-01-03 09:20:00,m_1939,87.0,Anomaly
2018-01-03 09:30:00,m_1939,87.5,Anomaly
2018-01-03 09:35:00,m_1939,81.6,Anomaly
2018-01-03 09:40:00,m_1939,83.5,Anomaly
2018-01-03 09:45:00,m_1939,84.66666666666667,Anomaly
2018-01-03 09:50:00,m_1939,82.0,Anomaly
2018-01-03 09:55:00,m_1939,88.0,Anomaly
2018-01-03 10:00:00,m_1939,91.5,Anomaly
2018-01-03 10:05:00,m_1939,90.33333333333331,Anomaly
2018-01-03 10:10:00,m_1939,87.5,Anomaly
2018-01-03 10:15:00,m_1939,87.66666666666669,Anomaly
2018-01-03 10:20:00,m_1939,89.0,Anomaly
2018-01-03 10:25:00,m_1939,90.33333333333331,Anomaly
2018-01-03 10:35:00,m_1939,90.5,Anomaly
2018-01-03 10:40:00,m_1939,90.6,Anomaly
2018-01-03 10:45:00,m_1939,89.25,Anomaly
2018-01-03 10:50:00,m_1939,90.5,Anomaly
2018-01-03 10:55:00,m_1939,91.0,Anomaly
2018-01-03 11:00:00,m_1939,92.25,Anomaly
2018-01-03 11:05:00,m_1939,93.66666666666669,Anomaly
2018-01-03 11:10:00,m_1939,93.0,Anomaly
2018-01-03 11:15:00,m_1939,89.0,Anomaly
2018-01-03 11:20:00,m_1939,87.75,Anomaly
2018-01-03 11:25:00,m_1939,87.66666666666669,Anomaly
2018-01-03 11:30:00,m_1939,90.33333333333331,Anomaly
2018-01-03 11:35:00,m_1939,90.6,Anomaly
2018-01-03 11:40:00,m_1939,89.85714285714286,Anomaly
2018-01-03 11:45:00,m_1939,88.5,Anomaly
2018-01-03 11:50:00,m_1939,90.66666666666669,Anomaly
2018-01-03 11:55:00,m_1939,88.4,Anomaly
2018-01-03 12:00:00,m_1939,91.5,Anomaly
2018-01-03 12:05:00,m_1939,90.0,Anomaly
2018-01-03 12:10:00,m_1939,87.66666666666669,Anomaly
2018-01-03 12:15:00,m_1939,90.0,Anomaly
2018-01-03 12:20:00,m_1939,89.4,Anomaly
2018-01-03 12:25:00,m_1939,90.33333333333331,Anomaly
2018-01-03 12:30:00,m_1939,88.6,Anomaly
2018-01-03 12:35:00,m_1939,88.0,Anomaly
2018-01-03 12:40:00,m_1939,89.0,Anomaly
2018-01-03 12:45:00,m_1939,91.5,Anomaly
2018-01-03 12:50:00,m_1939,92.0,Anomaly
2018-01-03 12:55:00,m_1939,92.0,Anomaly
2018-01-03 13:00:00,m_1939,92.25,Anomaly
2018-01-03 13:05:00,m_1939,92.28571428571428,Anomaly
2018-01-03 13:10:00,m_1939,92.5,Anomaly
2018-01-03 13:15:00,m_1939,92.75,Anomaly
2018-01-03 13:20:00,m_1939,90.5,Anomaly
2018-01-03 13:25:00,m_1939,91.2,Anomaly
2018-01-03 13:30:00,m_1939,95.0,Anomaly
2018-01-03 13:40:00,m_1939,94.25,Anomaly
2018-01-03 13:45:00,m_1939,91.6,Anomaly
2018-01-03 13:50:00,m_1939,90.66666666666669,Anomaly
